Historisation des commentaires ICS indiqué par couple Article-Source;;;;;;;;
Ne pas toucher au contenu de cet onglet;;;;;;;;
ARTICLE;SOURCE;Description;Family code;Group code;COMMENTAIRE;DATE_LOG;OWNER;ARTICLE_SOURCE
H4000A7125B02;10006784;TRANS LNPN 2N5666 DIE;12;01;tenue en dose réduite !!;27/06/2016 09:32;Etienne VAN WYNENDAELE;H4000A7125B021000678401
H4000A7125B02;10006784;TRANS LNPN 2N5666 DIE;12;01;"tenue en dose réduite !!
Modif à  30 krad";27/06/2016 09:33;Etienne VAN WYNENDAELE;H4000A7125B021000678401
580188543100;10532343;C1210 T2 100nF 50V 10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5801885431001053234300
580188543100;10022746;C1210 T2 100nF 50V 10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5801885431001002274601
580188543100;10525220;C1210 T2 100nF 50V 10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5801885431001052522001
580188543100;10532343;C1210 T2 100nF 50V 10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5801885431001053234301
580188553100;10012004;C1210 T2 22 NF 100V10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5801885531001001200402
580188553100;10525224;C1210 T2 22 NF 100V10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5801885531001052522400
580188553100;10532351;C1210 T2 22 NF 100V10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5801885531001053235100
580188553100;10012004;C1210 T2 22 NF 100V10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5801885531001001200403
580188553100;10525224;C1210 T2 22 NF 100V10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5801885531001052522401
580188553100;10532351;C1210 T2 22 NF 100V10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5801885531001053235101
580190473100;10014684;C0805 T1 100pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5801904731001001468400
580190473100;10525893;C0805 T1 100pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5801904731001052589300
580190473100;10532366;C0805 T1 100pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5801904731001053236601
580190473100;10014684;C0805 T1 100pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5801904731001001468401
580190473100;10525893;C0805 T1 100pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5801904731001052589301
580190473100;10532366;C0805 T1 100pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5801904731001053236602
580190933100;10014746;C1210 T1 1.0nF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5801909331001001474600
580190933100;10525226;C1210 T1 1.0nF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5801909331001052522600
580190933100;10532388;C1210 T1 1.0nF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5801909331001053238800
580190933100;10014746;C1210 T1 1.0nF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5801909331001001474601
580190933100;10525226;C1210 T1 1.0nF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5801909331001052522601
580190933100;10532388;C1210 T1 1.0nF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5801909331001053238801
580192353100;10018408;C0805-II 1NF10%100V;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5801923531001001840800
580192353100;10539456;C0805-II 1NF10%100V;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5801923531001053945600
580192353100;10018408;C0805-II 1NF10%100V;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5801923531001001840801
580192353100;10539456;C0805-II 1NF10%100V;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5801923531001053945601
580192613100;10012009;C1210 T2 47 NF 50V 10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5801926131001001200902
580192613100;10525887;C1210 T2 47 NF 50V 10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5801926131001052588700
580192613100;10532527;C1210 T2 47 NF 50V 10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5801926131001053252700
580192613100;10012009;C1210 T2 47 NF 50V 10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5801926131001001200903
580192613100;10525887;C1210 T2 47 NF 50V 10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5801926131001052588701
580192613100;10532527;C1210 T2 47 NF 50V 10%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5801926131001053252701
580265343000;10000401;CONN SUB-D 9P 1BON;02;03;OK - voir mail Jean Lacrosse;29/06/2016 09:48;Didier FRANZ;5802653430001000040100
580265343000;10000402;CONN SUB-D 9P 1BON;02;03;OK - voir mail Jean Lacrosse;29/06/2016 09:48;Didier FRANZ;5802653430001000040200
580265343000;10000401;CONN SUB-D 9P 1BON;02;03;OK - voir mail Jean Lacrosse;29/06/2016 09:48;Didier FRANZ;5802653430001000040101
580265343000;10000402;CONN SUB-D 9P 1BON;02;03;OK - voir mail Jean Lacrosse;29/06/2016 09:48;Didier FRANZ;5802653430001000040201
580265503000;10000473;CONN SUB-D 25P 1BON;02;03;OK - voir mail Jean Lacrosse;29/06/2016 09:48;Didier FRANZ;5802655030001000047300
580265503000;10000474;CONN SUB-D 25P 1BON;02;03;OK - voir mail Jean Lacrosse;29/06/2016 09:48;Didier FRANZ;5802655030001000047400
580265503000;10000473;CONN SUB-D 25P 1BON;02;03;OK - voir mail Jean Lacrosse;29/06/2016 09:48;Didier FRANZ;5802655030001000047301
580265503000;10000474;CONN SUB-D 25P 1BON;02;03;OK - voir mail Jean Lacrosse;29/06/2016 09:48;Didier FRANZ;5802655030001000047401
580265523000;10000481;CONN SUB-D 25S 1BON;02;03;OK - voir mail Jean Lacrosse;29/06/2016 09:48;Didier FRANZ;5802655230001000048100
580265523000;10000482;CONN SUB-D 25S 1BON;02;03;OK - voir mail Jean Lacrosse;29/06/2016 09:48;Didier FRANZ;5802655230001000048200
580280180000;10000511;CONN SAVER SUB-D 9PS;02;99;OK-saver;29/06/2016 09:48;Didier FRANZ;5802801800001000051101
580280180000;10000511;CONN SAVER SUB-D 9PS;02;99;OK-saver;29/06/2016 09:48;Didier FRANZ;5802801800001000051102
580280180000;10000511;CONN SAVER SUB-D 9PS;02;99;OK-saver;29/06/2016 09:48;Didier FRANZ;5802801800001000051103
580280200000;10000557;CONN SAVER SUB-D 25PS;02;99;OK-saver;29/06/2016 09:48;Didier FRANZ;5802802000001000055701
580280200000;10000557;CONN SAVER SUB-D 25PS;02;99;OK-saver;29/06/2016 09:48;Didier FRANZ;5802802000001000055702
580280200000;10000557;CONN SAVER SUB-D 25PS;02;99;OK-saver;29/06/2016 09:48;Didier FRANZ;5802802000001000055703
580291453100;10020049;1N5811US D5B SnPb 150V;04;02;[NP]: Ok;29/06/2016 09:48;Didier FRANZ;5802914531001002004907
580291453100;10020050;1N5811US D5B SnPb 150V;04;02;[NP]: Ok;29/06/2016 09:48;Didier FRANZ;5802914531001002005002
580291453100;10504271;1N5811US D5B SnPb 150V;04;02;[NP]: Ok;29/06/2016 09:48;Didier FRANZ;5802914531001050427105
580291453100;10020049;1N5811US D5B SnPb 150V;04;02;[NP]: Ok;29/06/2016 09:48;Didier FRANZ;5802914531001002004908
580291453100;10020050;1N5811US D5B SnPb 150V;04;02;[NP]: Ok;29/06/2016 09:48;Didier FRANZ;5802914531001002005003
580291453100;10504271;1N5811US D5B SnPb 150V;04;02;[NP]: Ok;29/06/2016 09:48;Didier FRANZ;5802914531001050427106
580303393100;10014686;C0805 T1 10pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5803033931001001468600
580303393100;10527742;C0805 T1 10pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5803033931001052774200
580303393100;10532530;C0805 T1 10pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5803033931001053253000
580303393100;10014686;C0805 T1 10pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5803033931001001468601
580303393100;10527742;C0805 T1 10pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5803033931001052774201
580303393100;10532530;C0805 T1 10pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5803033931001053253001
580303553100;10014713;C0805 T1 330pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5803035531001001471300
580303553100;10527757;C0805 T1 330pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5803035531001052775700
580303553100;10532532;C0805 T1 330pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5803035531001053253200
580303553100;10014713;C0805 T1 330pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5803035531001001471301
580303553100;10527757;C0805 T1 330pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5803035531001052775701
580303553100;10532532;C0805 T1 330pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5803035531001053253201
580305453100;10014702;C0805 T1 220pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5803054531001001470200
580305453100;10527768;C0805 T1 220pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5803054531001052776800
580305453100;10532534;C0805 T1 220pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5803054531001053253400
580305453100;10014702;C0805 T1 220pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5803054531001001470201
580305453100;10527768;C0805 T1 220pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5803054531001052776801
580305453100;10532534;C0805 T1 220pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5803054531001053253401
580305843100;10014754;C1210 T1 2nF2 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5803058431001001475400
580305843100;10525889;C1210 T1 2nF2 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5803058431001052588900
580305843100;10532539;C1210 T1 2nF2 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5803058431001053253900
580306233100;10020053;1N5806US D5A SnPb 150V;04;02;[NP]: Ok;29/06/2016 09:48;Didier FRANZ;5803062331001002005302
580306233100;10023047;1N5806US D5A SnPb 150V;04;02;[NP]: Ok;29/06/2016 09:48;Didier FRANZ;5803062331001002304701
580306233100;10505068;1N5806US D5A SnPb 150V;04;02;[NP]: Ok;29/06/2016 09:48;Didier FRANZ;5803062331001050506806
580306233100;10505068;1N5806US D5A SnPb 150V;04;02;[NP]: Ok;29/06/2016 09:48;Didier FRANZ;5803062331001050506807
580306233100;10020053;1N5806US D5A SnPb 150V;04;02;[NP]: Ok;29/06/2016 09:48;Didier FRANZ;5803062331001002005303
580306233100;10023047;1N5806US D5A SnPb 150V;04;02;[NP]: Ok;29/06/2016 09:48;Didier FRANZ;5803062331001002304702
580450963100;10014707;C0805 T1 22pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5804509631001001470700
580450963100;10527883;C0805 T1 22pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5804509631001052788300
580450963100;10532550;C0805 T1 22pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5804509631001053255000
580450963100;10014707;C0805 T1 22pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5804509631001001470701
580450963100;10527883;C0805 T1 22pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5804509631001052788301
580450963100;10532550;C0805 T1 22pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5804509631001053255001
580451003100;10014718;C0805 T1 33pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5804510031001001471800
580451003100;10527888;C0805 T1 33pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5804510031001052788800
580451003100;10532558;C0805 T1 33pF 100V 5%;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;5804510031001053255800
580452610000;10000773;CONN SAVER SUB-D HD 44PS;02;99;OK-saver;29/06/2016 09:48;Didier FRANZ;5804526100001000077301
580452610000;10000773;CONN SAVER SUB-D HD 44PS;02;99;OK-saver;29/06/2016 09:48;Didier FRANZ;5804526100001000077302
580452610000;10000773;CONN SAVER SUB-D HD 44PS;02;99;OK-saver;29/06/2016 09:48;Didier FRANZ;5804526100001000077303
300900806C223KC;10014848;C0805-II 22NF10%50V;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;300900806C223KC1001484800
300900806C223KC;10014848;C0805-II 22NF10%50V;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;300900806C223KC1001484801
300900906C333KE;10014931;C1210-II 33NF10%100V;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;300900906C333KE1001493100
300900906C333KE;10014931;C1210-II 33NF10%100V;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;300900906C333KE1001493101
301200201C227KD;10018359;CTC21D 220UF10%10V;01;03;[MB:OK];29/06/2016 09:48;Didier FRANZ;301200201C227KD1001835900
301200201C227KD;10018359;CTC21D 220UF10%10V;01;03;[MB:OK];29/06/2016 09:48;Didier FRANZ;301200201C227KD1001835901
301200201C476KK;10014853;CTC21D 47UF10%40V;01;03;"Limitation utilisation?
[MB:OK]";29/06/2016 09:48;Didier FRANZ;301200201C476KK1001485300
520100204B;10005675;TRANS LNPN 2N2222 SOC3 AU;12;01;[S.VDM ] OK;29/06/2016 09:48;Didier FRANZ;520100204B1000567503
520100204B;10005675;TRANS LNPN 2N2222 SOC3 Au;12;01;[S.VDM ] OK;29/06/2016 09:48;Didier FRANZ;520100204B1000567504
520100204B;10005675;TRANS LNPN 2N2222 SOC3 Au;12;01;[S.VDM ] OK;29/06/2016 09:48;Didier FRANZ;520100204B1000567505
520100204B;10005675;TRANS LNPN 2N2222 SOC3 Au;12;01;[S.VDM ] OK;29/06/2016 09:48;Didier FRANZ;520100204B1000567506
520700212B;10005677;TRANS DUAL 2N2920 LCC6 Au;12;08;[S.VDM ] OK;29/06/2016 09:48;Didier FRANZ;520700212B1000567707
520700212B;10005677;TRANS DUAL 2N2920 LCC6 Au;12;08;[S.VDM ] OK;29/06/2016 09:48;Didier FRANZ;520700212B1000567708
520700212B;10005677;TRANS DUAL 2N2920 LCC6 Au;12;08;[S.VDM ] OK;29/06/2016 09:48;Didier FRANZ;520700212B1000567710
520700507B;10005679;TRANS DUAL 2N3810 LCC6 Au;12;08;[S.VDM ] OK;29/06/2016 09:48;Didier FRANZ;520700507B1000567901
520700507B;10005679;TRANS DUAL 2N3810 LCC6 Au;12;08;[S.VDM ] OK;29/06/2016 09:48;Didier FRANZ;520700507B1000567902
520700507B;10005679;TRANS DUAL 2N3810 LCC6 Au;12;08;[S.VDM ] OK;29/06/2016 09:48;Didier FRANZ;520700507B1000567903
59628777101VCA;10000080;IC OP AMP OP400 DIL14 SN;08;50;[S.VDM ] Dose reçue <10kRad - OK;29/06/2016 09:48;Didier FRANZ;59628777101VCA1000008000
5962F8775903VXA;10018715;DIG RHFACT240K02V FP20;08;80;A.SH: OK, Qualifié;29/06/2016 09:48;Didier FRANZ;5962F8775903VXA1001871501
5962F8775903VXA;10018715;DIG RHFACT240K02V FP20;08;80;A.SH: OK, Qualifié;29/06/2016 09:48;Didier FRANZ;5962F8775903VXA1001871502
5962R9673802VXA;10000084;IC VOLT COMP LM139 FP14GW;08;53;Limitation utilisation? [S.VDM] see application note (doc 10099611 in PCDB), NA. OK;29/06/2016 09:48;Didier FRANZ;5962R9673802VXA1000008401
5962R9950402VZA;10000156;IC OP AMP LM124 FP14WG SN;08;50;[S.VDM ] OK;29/06/2016 09:48;Didier FRANZ;5962R9950402VZA1000015601
CDR31BX222BKUS;10018395;C0805-II 2.2NF10%100V SN;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;CDR31BX222BKUS1001839501
CDR31BX222BKUS;10018396;C0805-II 2.2NF10%100V SN;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;CDR31BX222BKUS1001839603
CDR31BX222BKUS;10018395;C0805-II 2.2NF10%100V SN;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;CDR31BX222BKUS1001839502
CDR31BX222BKUS;10018396;C0805-II 2.2NF10%100V SN;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;CDR31BX222BKUS1001839604
CDR33BX683AKUS;10018436;C 1210-II 68NF10%50V SN;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;CDR33BX683AKUS1001843601
CDR33BX683AKUS;10018437;C 1210-II 68NF10%50V SN;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;CDR33BX683AKUS1001843704
CDR33BX683AKUS;10018436;C 1210-II 68NF10%50V SN;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;CDR33BX683AKUS1001843602
CDR33BX683AKUS;10018437;C 1210-II 68NF10%50V SN;01;02;[MB:OK];29/06/2016 09:48;Didier FRANZ;CDR33BX683AKUS1001843705
CWR11MH685KCB;10014886;CWR11D 6.8UF10%35V;01;03;Limitation utilisation? [MB]: OK;29/06/2016 09:48;Didier FRANZ;CWR11MH685KCB1001488603
CWR11MH685KCB;10014887;CWR11D 6.8UF10%35V;01;03;Limitation utilisation? [MB]: OK;29/06/2016 09:48;Didier FRANZ;CWR11MH685KCB1001488705
CWR11MH685KCB;10014886;CWR11D 6.8UF10%35V;01;03;Limitation utilisation? [MB]: OK;29/06/2016 09:48;Didier FRANZ;CWR11MH685KCB1001488604
CWR11MH685KCB;10014887;CWR11D 6.8UF10%35V;01;03;Limitation utilisation? [MB]: OK;29/06/2016 09:48;Didier FRANZ;CWR11MH685KCB1001488706
D55342K07B100DR;10001566;R 1206 100 Ohm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B100DR1000156601
D55342K07B100DR;10001567;R 1206 100 Ohm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B100DR1000156701
D55342K07B100DR;10001568;R 1206 100 Ohm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B100DR1000156802
D55342K07B100DR;10001568;R 1206 100 Ohm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B100DR1000156801
D55342K07B100DR;10001566;R 1206 100 Ohm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B100DR1000156602
D55342K07B100DR;10001567;R 1206 100 Ohm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B100DR1000156702
D55342K07B100ER;10001569;R 1206 100kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B100ER1000156901
D55342K07B100ER;10001570;R 1206 100kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B100ER1000157001
D55342K07B100ER;10001571;R 1206 100kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B100ER1000157102
D55342K07B100ER;10001569;R 1206 100kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B100ER1000156902
D55342K07B100ER;10001570;R 1206 100kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B100ER1000157002
D55342K07B10D0R;10000574;R 1206 10 Ohm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B10D0R1000057401
D55342K07B10D0R;10000575;R 1206 10 Ohm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B10D0R1000057501
D55342K07B10D0R;10000576;R 1206 10 Ohm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B10D0R1000057602
D55342K07B10D0R;10000574;R 1206 10 Ohm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B10D0R1000057402
D55342K07B10D0R;10000575;R 1206 10 Ohm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B10D0R1000057502
D55342K07B10D0R;10000576;R 1206 10 Ohm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B10D0R1000057604
D55342K07B10E0R;10001572;R 1206 10kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B10E0R1000157201
D55342K07B10E0R;10001573;R 1206 10kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B10E0R1000157301
D55342K07B10E0R;10001574;R 1206 10kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B10E0R1000157402
D55342K07B10E0R;10001574;R 1206 10kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B10E0R1000157403
D55342K07B10E0R;10001572;R 1206 10kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B10E0R1000157202
D55342K07B10E0R;10001573;R 1206 10kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B10E0R1000157302
D55342K07B121ER;10000703;R 1206 121kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B121ER1000070301
D55342K07B121ER;10000704;R 1206 121kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B121ER1000070401
D55342K07B121ER;10000705;R 1206 121kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B121ER1000070502
D55342K07B121ER;10000705;R 1206 121kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B121ER1000070503
D55342K07B12E1R;10000677;R 1206 12.1kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B12E1R1000067701
D55342K07B12E1R;10000678;R 1206 12.1kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B12E1R1000067801
D55342K07B12E1R;10000679;R 1206 12.1kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B12E1R1000067902
D55342K07B12E1R;10000679;R 1206 12.1kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B12E1R1000067903
D55342K07B150DR;10000613;R 1206 150 Ohm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B150DR1000061301
D55342K07B150DR;10000614;R 1206 150 Ohm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B150DR1000061401
D55342K07B150DR;10000615;R 1206 150 Ohm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B150DR1000061502
D55342K07B150ER;10001611;R 1206 150kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B150ER1000161101
D55342K07B150ER;10001612;R 1206 150kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B150ER1000161201
D55342K07B150ER;10001613;R 1206 150kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B150ER1000161302
D55342K07B150ER;10001613;R 1206 150kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B150ER1000161303
D55342K07B150ER;10001611;R 1206 150kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B150ER1000161102
D55342K07B150ER;10001612;R 1206 150kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B150ER1000161202
D55342K07B150ER;10001613;R 1206 150kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B150ER1000161304
D55342K07B15E0R;10001617;R 1206 15kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B15E0R1000161701
D55342K07B15E0R;10001618;R 1206 15kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B15E0R1000161801
D55342K07B15E0R;10001619;R 1206 15kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B15E0R1000161902
D55342K07B15E0R;10001617;R 1206 15kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B15E0R1000161702
D55342K07B15E0R;10001618;R 1206 15kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B15E0R1000161802
D55342K07B1E00R;10000643;R 1206 1kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B1E00R1000064301
D55342K07B1E00R;10000644;R 1206 1kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B1E00R1000064401
D55342K07B1E00R;10000645;R 1206 1kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B1E00R1000064502
D55342K07B1E00R;10000645;R 1206 1kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B1E00R1000064501
D55342K07B1E00R;10000643;R 1206 1kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B1E00R1000064302
D55342K07B1E00R;10000644;R 1206 1kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B1E00R1000064402
D55342K07B1E50R;10000649;R 1206 1.5kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B1E50R1000064901
D55342K07B1E50R;10000650;R 1206 1.5kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B1E50R1000065001
D55342K07B1E50R;10000651;R 1206 1.5kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B1E50R1000065102
D55342K07B1E50R;10000649;R 1206 1.5kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B1E50R1000064902
D55342K07B1E50R;10000650;R 1206 1.5kOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B1E50R1000065002
D55342K07B1F00R;10001665;R 1206 1MOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B1F00R1000166501
D55342K07B1F00R;10001666;R 1206 1MOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B1F00R1000166601
D55342K07B1F00R;10001667;R 1206 1MOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B1F00R1000166702
D55342K07B1F00R;10001665;R 1206 1MOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B1F00R1000166502
D55342K07B1F00R;10001666;R 1206 1MOhm 1% SN;10;09;[MB:OK];29/06/2016 09:48;Didier FRANZ;D55342K07B1F00R1000166602
